stock_id,date,revenue
2049,2020-08-01,2041883000
2049,2020-09-01,1819821000
2049,2020-10-01,2007872000
2049,2020-11-01,1977041000
2049,2020-12-01,2044943000
2049,2021-01-01,2124419000
2049,2021-02-01,1965642000
2049,2021-03-01,1865920000
2049,2021-04-01,2160488000
2049,2021-05-01,2236269000
2049,2021-06-01,2369013000
2049,2021-07-01,2443235000
2049,2021-08-01,2500543000
2049,2021-09-01,2529149000
2049,2021-10-01,2500398000
2049,2021-11-01,2410871000
2049,2021-12-01,2262241000
2049,2022-01-01,2022010000
2049,2022-02-01,2401483000
2049,2022-03-01,2453621000
2049,2022-04-01,2711936000
2049,2022-05-01,2742688000
2049,2022-06-01,2745135000
2049,2022-07-01,2751204000
2049,2022-08-01,2781486000
2049,2022-09-01,2627868000
2049,2022-10-01,2511383000
2049,2022-11-01,2110428000
2049,2022-12-01,1802808000
2049,2023-01-01,1680534000
2049,2023-02-01,1447352000
2049,2023-03-01,2006202000
2049,2023-04-01,2280908000
2049,2023-05-01,2150871000
2049,2023-06-01,2215029000
2049,2023-07-01,2217350000
2049,2023-08-01,2246022000
2049,2023-09-01,2150644000
2049,2023-10-01,2161208000
2049,2023-11-01,2000161000
2049,2023-12-01,1912063000
2049,2024-01-01,1846836000
2049,2024-02-01,1800875000
2049,2024-03-01,1704262000
2049,2024-04-01,2001328000
2049,2024-05-01,2020270000
2049,2024-06-01,2060285000
2049,2024-07-01,2102362000
2049,2024-08-01,2121103000
2049,2024-09-01,2041260000
2049,2024-10-01,2164124000
2049,2024-11-01,2173193000
2049,2024-12-01,2140166000
2049,2025-01-01,2063111000
2049,2025-02-01,1900341000
2049,2025-03-01,1930542000
2049,2025-04-01,2008012000
2049,2025-05-01,2050060000
2049,2025-06-01,1935020000
2049,2025-07-01,1940410000
2049,2025-08-01,2002143000
2049,2025-09-01,1903026000
2049,2025-10-01,2090162000
2049,2025-11-01,2101129000
2049,2025-12-01,2182233000
2049,2026-01-01,2219675000
2049,2026-02-01,2150023000
2059,2017-01-01,410056000
2059,2017-02-01,372715000
2059,2017-03-01,322233000
2059,2017-04-01,430805000
2059,2017-05-01,283162000
2059,2017-06-01,299750000
2059,2017-07-01,301903000
2059,2017-08-01,306925000
2059,2017-09-01,323941000
2059,2017-10-01,356015000
2059,2017-11-01,339205000
2059,2017-12-01,355588000
2059,2018-01-01,418364000
2059,2018-02-01,432164000
2059,2018-03-01,307134000
2059,2018-04-01,428868000
2059,2018-05-01,348229000
2059,2018-06-01,391031000
2059,2018-07-01,298015000
2059,2018-08-01,341916000
2059,2018-09-01,358078000
2059,2018-10-01,349566000
2059,2018-11-01,418157000
2059,2018-12-01,412727000
2059,2019-01-01,349722000
2059,2019-02-01,449571000
2059,2019-03-01,285556000
2059,2019-04-01,414329000
2059,2019-05-01,365354000
2059,2019-06-01,409168000
2059,2019-07-01,329149000
2059,2019-08-01,423182000
2059,2019-09-01,383260000
2059,2019-10-01,435886000
2059,2019-11-01,478768000
2059,2019-12-01,420842000
2059,2020-01-01,473666000
2059,2020-02-01,347704000
2059,2020-03-01,382847000
2059,2020-04-01,430569000
2059,2020-05-01,370278000
2059,2020-06-01,425418000
2059,2020-07-01,382734000
2059,2020-08-01,415964000
2059,2020-09-01,423918000
2059,2020-10-01,358052000
2059,2020-11-01,371900000
2059,2020-12-01,418681000
2059,2021-01-01,473340000
2059,2021-02-01,451859000
2059,2021-03-01,349721000
2059,2021-04-01,475181000
2059,2021-05-01,508572000
2059,2021-06-01,506542000
2059,2021-07-01,474943000
2059,2021-08-01,554402000
2059,2021-09-01,656393000
2059,2021-10-01,547398000
2059,2021-11-01,587439000
2059,2021-12-01,604776000
2059,2022-01-01,624767000
2059,2022-02-01,610647000
2059,2022-03-01,458074000
2059,2022-04-01,654801000
2059,2022-05-01,616382000
2059,2022-06-01,632711000
2059,2022-07-01,687542000
2059,2022-08-01,714280000
2059,2022-09-01,723298000
2059,2022-10-01,712808000
2059,2022-11-01,721412000
2059,2022-12-01,654596000
2059,2023-01-01,612195000
2059,2023-02-01,398876000
2059,2023-03-01,301533000
2059,2023-04-01,460898000
2059,2023-05-01,441580000
2059,2023-06-01,448539000
2059,2023-07-01,423745000
2059,2023-08-01,455896000
2059,2023-09-01,460282000
2059,2023-10-01,506831000
2059,2023-11-01,615320000
2059,2023-12-01,610458000
2059,2024-01-01,639013000
2059,2024-02-01,655548000
2059,2024-03-01,506067000
2059,2024-04-01,776192000
2059,2024-05-01,794727000
2059,2024-06-01,868403000
2059,2024-07-01,853539000
2059,2024-08-01,885818000
2059,2024-09-01,868862000
2059,2024-10-01,821999000
2059,2024-11-01,962289000
2059,2024-12-01,1013472000
2059,2025-01-01,1122385000
2059,2025-02-01,1233439000
2059,2025-03-01,1339536000
2059,2025-04-01,1381226000
2059,2025-05-01,1449099000
2059,2025-06-01,1393592000
2059,2025-07-01,1386041000
2059,2025-08-01,1406573000
2059,2025-09-01,1454984000
2059,2025-10-01,1507097000
2059,2025-11-01,1567264000
2059,2025-12-01,1659348000
2059,2026-01-01,1722455000
2059,2026-02-01,1774956000
2062,2017-01-01,603806000
2062,2017-02-01,555102000
2062,2017-03-01,400418000
2062,2017-04-01,574366000
2062,2017-05-01,476767000
2062,2017-06-01,557984000
2062,2017-07-01,490359000
2062,2017-08-01,449009000
2062,2017-09-01,518403000
2062,2017-10-01,501774000
2062,2017-11-01,467665000
2062,2017-12-01,529831000
2062,2018-01-01,453575000
2062,2018-02-01,624749000
2062,2018-03-01,408205000
2062,2018-04-01,587975000
2062,2018-05-01,555682000
2062,2018-06-01,643282000
2062,2018-07-01,578212000
2062,2018-08-01,621389000
2062,2018-09-01,570845000
2062,2018-10-01,504590000
2062,2018-11-01,566370000
2062,2018-12-01,563497000
2062,2019-01-01,511588000
2062,2019-02-01,626385000
2062,2019-03-01,406229000
2062,2019-04-01,570666000
2062,2019-05-01,550520000
2062,2019-06-01,515456000
2062,2019-07-01,490780000
2062,2019-08-01,524988000
2062,2019-09-01,514526000
2062,2019-10-01,508470000
2062,2019-11-01,472998000
2062,2019-12-01,461156000
2062,2020-01-01,477383000
2062,2020-02-01,464905000
2062,2020-03-01,441327000
2062,2020-04-01,468177000
2062,2020-05-01,408929000
2062,2020-06-01,466532000
2062,2020-07-01,612766000
2062,2020-08-01,688238000
2062,2020-09-01,668457000
2062,2020-10-01,829591000
2062,2020-11-01,726869000
2062,2020-12-01,686099000
2062,2021-01-01,775732000
2062,2021-02-01,733215000
2062,2021-03-01,501290000
2062,2021-04-01,770990000
2062,2021-05-01,763375000
2062,2021-06-01,759126000
2062,2021-07-01,865121000
2062,2021-08-01,1015858000
2062,2021-09-01,900698000
2062,2021-10-01,904141000
2062,2021-11-01,851504000
2062,2021-12-01,774315000
2062,2022-01-01,798311000
2062,2022-02-01,816321000
2062,2022-03-01,565630000
2062,2022-04-01,911623000
2062,2022-05-01,788035000
2062,2022-06-01,835443000
2062,2022-07-01,823088000
2062,2022-08-01,660951000
2062,2022-09-01,503368000
2062,2022-10-01,602798000
2062,2022-11-01,502370000
2062,2022-12-01,576570000
2062,2023-01-01,650589000
2062,2023-02-01,331354000
2062,2023-03-01,541930000
2062,2023-04-01,632068000
2062,2023-05-01,514253000
2062,2023-06-01,734094000
2062,2023-07-01,664608000
2062,2023-08-01,690865000
2062,2023-09-01,651233000
2062,2023-10-01,682546000
2062,2023-11-01,660450000
2062,2023-12-01,679626000
2062,2024-01-01,783866000
2062,2024-02-01,850938000
2062,2024-03-01,524432000
2062,2024-04-01,613027000
2062,2024-05-01,671092000
2062,2024-06-01,696479000
2062,2024-07-01,675046000
2062,2024-08-01,587856000
2062,2024-09-01,651276000
2062,2024-10-01,572307000
2062,2024-11-01,552935000
2062,2024-12-01,476629000
2062,2025-01-01,700395000
2062,2025-02-01,465780000
2062,2025-03-01,497088000
2062,2025-04-01,560898000
2062,2025-05-01,503432000
2062,2025-06-01,525264000
2062,2025-07-01,488904000
2062,2025-08-01,526801000
2062,2025-09-01,504081000
2062,2025-10-01,583069000
2062,2025-11-01,493696000
2062,2025-12-01,522779000
2062,2026-01-01,616555000
2062,2026-02-01,571040000
2069,2017-01-01,826042000
2069,2017-02-01,653638000
2069,2017-03-01,720455000
2069,2017-04-01,835578000
2069,2017-05-01,701765000
2069,2017-06-01,729483000
2069,2017-07-01,671465000
2069,2017-08-01,708375000
2069,2017-09-01,744402000
2069,2017-10-01,679825000
2069,2017-11-01,680616000
2069,2017-12-01,677101000
2069,2018-01-01,739356000
2069,2018-02-01,725527000
2069,2018-03-01,521098000
2069,2018-04-01,768073000
2069,2018-05-01,817366000
2069,2018-06-01,809955000
2069,2018-07-01,812115000
2069,2018-08-01,694523000
2069,2018-09-01,748882000
2069,2018-10-01,625261000
2069,2018-11-01,699276000
2069,2018-12-01,688715000
2069,2019-01-01,640296000
2069,2019-02-01,760900000
