日期,代號,名稱,分類,今日投信,今日外資,買超比率
2026-05-14,2344,華邦電,A.外投同買3天 / B.投信連買4天,16323000.0,24008884.0,10.1
2026-05-14,3008,大立光,A.外投同買3天,319872.0,632792.0,26.24
2026-05-14,2481,強茂,A.外投同買3天,306000.0,3002591.0,3.62
2026-05-14,2383,台光電,A.外投同買3天 / B.投信連買4天,173836.0,178528.0,13.12
2026-05-14,2303,聯電,B.投信連買4天,5316836.0,24455026.0,9.95
2026-05-14,3037,欣興,B.投信連買4天,3869662.0,-3445897.0,1.51
2026-05-14,2408,南亞科,B.投信連買4天,3730000.0,207504.0,2.64
2026-05-14,6770,力積電,B.投信連買4天,1906000.0,16960594.0,10.27
2026-05-14,4958,臻鼎-KY,B.投信連買4天,827000.0,-11051098.0,-15.25
2026-05-14,2345,智邦,B.投信連買4天,773773.0,2982166.0,47.45
2026-05-14,6415,矽力*-KY,B.投信連買4天,313000.0,1156945.0,20.22
2026-05-14,3017,奇鋐,B.投信連買4天,309226.0,-1172259.0,-12.67
2026-05-14,3583,辛耘,B.投信連買4天,255000.0,-801596.0,-11.54
2026-05-14,8210,勤誠,B.投信連買4天,216000.0,-527359.0,-14.68
2026-05-14,2049,上銀,B.投信連買4天,119724.0,278340.0,4.87
2026-05-14,6669,緯穎,B.投信連買4天,55000.0,-66153.0,-2.19
2026-05-14,5269,祥碩,B.投信連買4天,2000.0,-285222.0,-8.24
2026-05-14,4904,遠傳,C.外資連買5天,702000.0,1574044.0,35.7
2026-05-14,3045,台灣大,C.外資連買5天,563000.0,13086457.0,65.25
2026-05-14,2376,技嘉,C.外資連買5天,108000.0,1099134.0,8.62
2026-05-14,6515,穎崴,C.外資連買5天,85000.0,28780.0,23.87
2026-05-14,2727,王品,C.外資連買5天,17758.0,91900.0,22.47
2026-05-14,1342,八貫,C.外資連買5天,0.0,74283.0,23.96
2026-05-14,1563,巧新,C.外資連買5天,0.0,674000.0,42.19
2026-05-14,1626,艾美特-KY,C.外資連買5天,0.0,3000.0,4.01
2026-05-14,1809,中釉,C.外資連買5天,0.0,95000.0,2.8
2026-05-14,2428,興勤,C.外資連買5天,0.0,242095.0,7.77
2026-05-14,2455,全新,C.外資連買5天,0.0,838291.0,29.12
2026-05-14,2867,三商壽,C.外資連買5天,0.0,135000.0,10.3
2026-05-14,3031,佰鴻,C.外資連買5天,0.0,275228.0,16.82
2026-05-14,3048,益登,C.外資連買5天,0.0,8141641.0,25.14
2026-05-14,4571,鈞興-KY,C.外資連買5天,0.0,513863.0,28.7
2026-05-14,4585,達明,C.外資連買5天,0.0,19010.0,5.86
2026-05-14,4764,雙鍵,C.外資連買5天,0.0,36000.0,12.27
2026-05-14,6491,晶碩,C.外資連買5天,0.0,168216.0,40.56
2026-05-14,7760,享溫馨,C.外資連買5天,0.0,2000.0,3.52
2026-05-14,8341,日友,C.外資連買5天,0.0,44000.0,11.95
2026-05-14,6719,力智,C.外資連買5天,-1000.0,314192.0,14.69
2026-05-14,3006,晶豪科,C.外資連買5天,-2000.0,6474006.0,32.46
2026-05-14,3026,禾伸堂,C.外資連買5天,-2000.0,593915.0,20.52
2026-05-14,2520,冠德,C.外資連買5天,-3000.0,928000.0,48.89
2026-05-14,2015,豐興,C.外資連買5天,-18000.0,50000.0,7.1
2026-05-14,3034,聯詠,C.外資連買5天,-77668.0,3062092.0,40.05
2026-05-14,1590,亞德客-KY,C.外資連買5天,-126000.0,216592.0,9.81
2026-05-14,2379,瑞昱,C.外資連買5天,-128000.0,932483.0,25.23
2026-05-14,2892,第一金,C.外資連買5天,-170000.0,4215163.0,15.48
2026-05-14,1216,統一,C.外資連買5天,-1478507.0,2394709.0,8.03
2026-05-14,2606,裕民,C.外資連買5天,-6207000.0,6669000.0,5.69
2026-05-14,2887,台新新光金,C.外資連買5天,-61911000.0,52710510.0,-7.71
