代號,名稱,分類,技術面得分,技術面檢核,檢核結果,警示
6805,富世達,B.投信連買4天,4/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉 | ✓ 布林帶量開口 | 🔥 突破季頸線,✓ 營收YoY成長115.8% | 季增率QoQ(9.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比12.94% | ✓ 融資使用率17.9%,-
2301,光寶科,B.投信連買4天,4/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉 | 🔥 突破季頸線 | ✓ 量價同步強勢,✓ 營收YoY成長16.2% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-1.15% | ✓ 融資使用率3.6%,警示季增率QoQ為負(-6.5%)
2897,王道銀行,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長55.7% | 季增率QoQ(22.2%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比61.96% | ✓ 融資使用率0.2%,-
1229,聯華,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長15.3% | 季增率QoQ(11.3%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比48.97% | ✓ 融資使用率0.7%,-
1615,大山,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長40.2% | 季增率QoQ(1.5%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比45.50% | ✓ 融資使用率0.2%,-
9941,裕融,B.投信連買4天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長1.3% | 季增率QoQ(2.1%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比42.57% | ✓ 融資使用率0.5%,-
4588,玖鼎電力,C.外資連買5天,2/7,✓ MACD零軸上金叉 | ✓ 突破波段頸線,✓ 營收YoY成長880.8% | 季增率QoQ(85.4%) | ✓ 5年EPS均為正 | ❌ 連續發股利不滿5年 | 法人本日買超比32.21% | ✓ 融資使用率3.6%,-
2354,鴻準,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長57.5% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比30.70% | ✓ 融資使用率7.6%,警示季增率QoQ為負(-1.5%)
1817,凱撒衛,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長26.4% | 季增率QoQ(5.7%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比21.07% | ✓ 融資使用率0.1%,-
2107,厚生,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長21.7% | 季增率QoQ(46.1%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比12.61% | ✓ 融資使用率0.2%,-
