代號,名稱,分類,狀態,檢核結果,警示
3045,台灣大,C.外資連買5天,✅ 通過,✓ 營收YoY成長4.2% | 季增率QoQ(24.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比65.25% | ✓ 融資使用率0.1%,-
2345,智邦,B.投信連買4天,✅ 通過,✓ 營收YoY成長71.9% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比47.45% | ✓ 融資使用率1.3%,警示季增率QoQ為負(-4.3%)
6491,晶碩,C.外資連買5天,✅ 通過,✓ 營收YoY成長6.0% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比40.56% | ✓ 融資使用率3.3%,警示季增率QoQ為負(-4.5%)
4904,遠傳,C.外資連買5天,✅ 通過,✓ 營收YoY成長11.6% | 季增率QoQ(6.6%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比35.70% | ✓ 融資使用率0.1%,-
3006,晶豪科,C.外資連買5天,✅ 通過,✓ 營收YoY成長129.4% | 季增率QoQ(56.1%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比32.46%,⚠️ 融資使用率33.2%
2455,全新,C.外資連買5天,✅ 通過,✓ 營收YoY成長30.3% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比29.12% | ✓ 融資使用率16.2%,警示季增率QoQ為負(-3.3%)
3008,大立光,A.外投同買3天,✅ 通過,✓ 營收YoY成長11.1% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比26.24% | ✓ 融資使用率4.0%,警示季增率QoQ為負(-11.1%)
2379,瑞昱,C.外資連買5天,✅ 通過,✓ 營收YoY成長14.4% | 季增率QoQ(6.8%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比25.23% | ✓ 融資使用率2.2%,-
1342,八貫,C.外資連買5天,✅ 通過,✓ 營收YoY成長19.6% | 季增率QoQ(43.8%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比23.96% | ✓ 融資使用率2.8%,-
6515,穎崴,C.外資連買5天,✅ 通過,✓ 營收YoY成長32.6% | 季增率QoQ(31.3%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比23.87% | ✓ 融資使用率3.5%,-
3026,禾伸堂,C.外資連買5天,✅ 通過,✓ 營收YoY成長22.3% | 季增率QoQ(4.7%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比20.52%,⚠️ 融資使用率30.9%
6415,矽力*-KY,B.投信連買4天,✅ 通過,✓ 營收YoY成長46.4% | 季增率QoQ(14.4%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比20.22% | ✓ 融資使用率5.4%,-
3031,佰鴻,C.外資連買5天,✅ 通過,✓ 營收YoY成長31.4% | 季增率QoQ(8.5%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比16.82% | ✓ 融資使用率15.1%,-
2892,第一金,C.外資連買5天,✅ 通過,✓ 營收YoY成長14.4% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比15.48% | ✓ 融資使用率0.4%,警示季增率QoQ為負(-0.3%)
2383,台光電,A.外投同買3天 / B.投信連買4天,✅ 通過,✓ 營收YoY成長55.5% | 季增率QoQ(11.5%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比13.12% | ✓ 融資使用率2.2%,-
8341,日友,C.外資連買5天,✅ 通過,✓ 營收YoY成長25.8% | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比11.95% | ✓ 融資使用率1.1%,警示季增率QoQ為負(-6.2%)
2344,華邦電,A.外投同買3天 / B.投信連買4天,✅ 通過,✓ 營收YoY成長94.2% | 季增率QoQ(30.3%) | 🔥 月營收創歷史新高 | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比10.10% | ✓ 融資使用率13.2%,-
2303,聯電,B.投信連買4天,✅ 通過,✓ 營收YoY成長5.3% | 季增率QoQ(1.6%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比9.95% | ✓ 融資使用率3.3%,-
1590,亞德客-KY,C.外資連買5天,✅ 通過,✓ 營收YoY成長66.8% | 季增率QoQ(21.1%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比9.81% | ✓ 融資使用率0.4%,-
