代號,名稱,分類,狀態,檢核結果,警示
9939,宏全,B.投信連買4天,✅ 通過,✓ 營收YoY成長2.5% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比53.50% | ✓ 融資使用率1.4%,警示季增率QoQ為負(-11.8%)
5269,祥碩,B.投信連買4天,✅ 通過,✓ 營收YoY成長58.3% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比51.27% | ✓ 融資使用率11.9%,警示季增率QoQ為負(-6.2%)
2105,正新,C.外資連買5天,✅ 通過,✓ 營收YoY成長12.6% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比48.23% | ✓ 融資使用率1.2%,警示季增率QoQ為負(-3.5%)
2357,華碩,C.外資連買5天,✅ 通過,✓ 營收YoY成長80.0% | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比47.20% | ✓ 融資使用率1.4%,警示季增率QoQ為負(-3.4%)
2886,兆豐金,A.外投同買3天 / B.投信連買4天,✅ 通過,✓ 營收YoY成長20.1% | 季增率QoQ(0.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比46.73% | ✓ 融資使用率0.0%,-
2480,敦陽科,C.外資連買5天,✅ 通過,✓ 營收YoY成長31.3% | 季增率QoQ(22.0%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比45.59% | ✓ 融資使用率1.5%,-
4104,佳醫,C.外資連買5天,✅ 通過,✓ 營收YoY成長15.8% | 季增率QoQ(5.5%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比45.33% | ✓ 融資使用率0.2%,-
2606,裕民,C.外資連買5天,✅ 通過,✓ 營收YoY成長6.7% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比41.69% | ✓ 融資使用率1.9%,警示季增率QoQ為負(-3.7%)
5522,遠雄,B.投信連買4天,✅ 通過,✓ 營收YoY成長2495.5% | 季增率QoQ(41.3%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比38.44% | ✓ 融資使用率0.5%,-
2912,統一超,A.外投同買3天 / B.投信連買4天 / C.外資連買5天,✅ 通過,✓ 營收YoY成長0.5% | 季增率QoQ(1.6%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比37.37% | ✓ 融資使用率0.2%,-
6491,晶碩,C.外資連買5天,✅ 通過,✓ 營收YoY成長6.0% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比34.97% | ✓ 融資使用率4.7%,警示季增率QoQ為負(-4.5%)
3596,智易,A.外投同買3天 / B.投信連買4天 / C.外資連買5天,✅ 通過,✓ 營收YoY成長7.4% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比34.15% | ✓ 融資使用率2.8%,警示季增率QoQ為負(-7.2%)
2347,聯強,B.投信連買4天,✅ 通過,✓ 營收YoY成長39.9% | 季增率QoQ(22.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比33.94% | ✓ 融資使用率0.3%,-
2597,潤弘,C.外資連買5天,✅ 通過,✓ 營收YoY成長62.6% | 季增率QoQ(18.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比31.35% | ✓ 融資使用率0.2%,-
