代號,名稱,分類,狀態,檢核結果,警示
6438,迅得,B.投信連買4天,✅ 通過,✓ 營收YoY成長9.1% | 季增率QoQ(1.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比36.41%,-
9911,櫻花,C.外資連買5天,✅ 通過,✓ 營收YoY成長11.1% | 季增率QoQ(11.8%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比32.21%,-
1227,佳格,C.外資連買5天,✅ 通過,✓ 營收YoY成長16.1% | 季增率QoQ(22.3%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比30.47%,-
2360,致茂,B.投信連買4天,✅ 通過,✓ 營收YoY成長72.1% | 季增率QoQ(47.3%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比28.43%,-
2548,華固,C.外資連買5天,✅ 通過,✓ 營收YoY成長34609.6% | 季增率QoQ(278.5%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比27.89%,-
8271,宇瞻,C.外資連買5天,✅ 通過,✓ 營收YoY成長233.4% | 季增率QoQ(16.8%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比27.66%,-
4904,遠傳,C.外資連買5天,✅ 通過,✓ 營收YoY成長11.6% | 季增率QoQ(6.6%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比21.61%,-
4956,光鋐,C.外資連買5天,✅ 通過,✓ 營收YoY成長44.4% | ❌ 5年內有EPS虧損 | ❌ 連續發股利不滿5年 | 法人本日買超比19.15%,警示季增率QoQ為負(-4.7%)
2383,台光電,B.投信連買4天,✅ 通過,✓ 營收YoY成長55.5% | 季增率QoQ(11.5%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比17.14%,-
4739,康普,B.投信連買4天,✅ 通過,✓ 營收YoY成長109.1% | 季增率QoQ(14.3%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比16.89%,-
3036,文曄,B.投信連買4天,✅ 通過,✓ 營收YoY成長151.7% | 季增率QoQ(13.5%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比12.11%,-
2449,京元電子,B.投信連買4天,✅ 通過,✓ 營收YoY成長41.3% | 季增率QoQ(1.3%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比11.82%,-
2451,創見,C.外資連買5天,✅ 通過,✓ 營收YoY成長440.6% | 季增率QoQ(115.9%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比10.86%,-
2412,中華電,C.外資連買5天,✅ 通過,✓ 營收YoY成長12.2% | 季增率QoQ(9.1%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比9.16%,-
2368,金像電,B.投信連買4天,✅ 通過,✓ 營收YoY成長68.5% | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比8.44%,警示季增率QoQ為負(-4.5%)
6805,富世達,B.投信連買4天,✅ 通過,✓ 營收YoY成長115.8% | 季增率QoQ(9.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比8.13%,-
2357,華碩,A.外投同買3天 / B.投信連買4天,✅ 通過,✓ 營收YoY成長80.0% | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比7.51%,警示季增率QoQ為負(-3.4%)
1528,恩德,C.外資連買5天,✅ 通過,✓ 營收YoY成長44.3% | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比7.15%,警示季增率QoQ為負(-17.5%)
2308,台達電,B.投信連買4天,✅ 通過,✓ 營收YoY成長32.9% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比6.20%,警示季增率QoQ為負(-5.2%)
6541,泰福-KY,C.外資連買5天,✅ 通過,✓ 營收YoY成長428.9% | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比6.20%,警示季增率QoQ為負(-3.6%)
3013,晟銘電,C.外資連買5天,✅ 通過,✓ 營收YoY成長49.9% | 季增率QoQ(30.6%) | 🔥 月營收創歷史新高 | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比5.81%,-
2347,聯強,B.投信連買4天,✅ 通過,✓ 營收YoY成長39.9% | 季增率QoQ(22.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比5.11%,-
2467,志聖,C.外資連買5天,✅ 通過,✓ 營收YoY成長124.1% | 季增率QoQ(36.6%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比4.24%,-
8476,台境*,C.外資連買5天,✅ 通過,✓ 營收YoY成長126.5% | 季增率QoQ(10.2%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比3.37%,-
3008,大立光,B.投信連買4天,✅ 通過,✓ 營收YoY成長11.1% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比1.91%,警示季增率QoQ為負(-11.1%)
2385,群光,B.投信連買4天,✅ 通過,✓ 營收YoY成長2.4% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-0.04%,警示季增率QoQ為負(-3.5%)
2892,第一金,B.投信連買4天,✅ 通過,✓ 營收YoY成長14.4% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-0.24%,警示季增率QoQ為負(-0.3%)
1609,大亞,B.投信連買4天,✅ 通過,✓ 營收YoY成長41.1% | 季增率QoQ(3.2%) | 🔥 月營收創歷史新高 | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比-0.47%,-
6285,啟碁,C.外資連買5天,✅ 通過,✓ 營收YoY成長11.0% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-1.36%,警示季增率QoQ為負(-1.0%)
2330,台積電,B.投信連買4天,✅ 通過,✓ 營收YoY成長36.8% | 季增率QoQ(4.4%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-1.52%,-
3711,日月光投控,B.投信連買4天,✅ 通過,✓ 營收YoY成長21.3% | 季增率QoQ(0.2%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-3.83%,-
2886,兆豐金,B.投信連買4天,✅ 通過,✓ 營收YoY成長20.1% | 季增率QoQ(0.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-5.65%,-
3017,奇鋐,B.投信連買4天,✅ 通過,✓ 營收YoY成長150.0% | 季增率QoQ(10.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-8.59%,-
8210,勤誠,B.投信連買4天,✅ 通過,✓ 營收YoY成長137.0% | 季增率QoQ(25.0%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-8.88%,-
3665,貿聯-KY,B.投信連買4天,✅ 通過,✓ 營收YoY成長34.2% | 季增率QoQ(8.3%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-10.63%,-
2395,研華,B.投信連買4天,✅ 通過,✓ 營收YoY成長23.1% | 季增率QoQ(6.7%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-11.94%,-
2880,華南金,B.投信連買4天,✅ 通過,✓ 營收YoY成長14.4% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-17.45%,警示季增率QoQ為負(-1.5%)
2887,台新新光金,B.投信連買4天,✅ 通過,✓ 營收YoY成長117.7% | 季增率QoQ(16.1%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-19.02%,-
2890,永豐金,B.投信連買4天,✅ 通過,✓ 營收YoY成長55.1% | 季增率QoQ(11.3%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-19.79%,-
2884,玉山金,B.投信連買4天,✅ 通過,✓ 營收YoY成長40.5% | 季增率QoQ(2.9%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-21.64%,-
2352,佳世達,B.投信連買4天,✅ 通過,✓ 營收YoY成長6.7% | 季增率QoQ(1.7%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-33.58%,-
2317,鴻海,B.投信連買4天,✅ 通過,✓ 營收YoY成長35.5% | 季增率QoQ(4.2%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-35.60%,-
2027,大成鋼,B.投信連買4天,✅ 通過,✓ 營收YoY成長19.9% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-40.64%,警示季增率QoQ為負(-5.2%)
3015,全漢,B.投信連買4天,✅ 通過,✓ 營收YoY成長23.1% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-41.34%,警示季增率QoQ為負(-5.4%)
1216,統一,B.投信連買4天,✅ 通過,✓ 營收YoY成長0.5% | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-47.10%,警示季增率QoQ為負(-2.2%)
6005,群益證,B.投信連買4天,✅ 通過,✓ 營收YoY成長130.0% | 季增率QoQ(16.7%) | 🔥 月營收創歷史新高 | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比-50.11%,-
9933,中鼎,B.投信連買4天,❌ 未通過,營收YoY -4.7% | 季增率QoQ(16.5%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比38.70%,-
2228,劍麟,C.外資連買5天,❌ 未通過,營收YoY -6.8% | ✓ 5年EPS均為正 | 法人本日買超比33.21%,警示季增率QoQ為負(-2.2%)
2331,精英,C.外資連買5天,❌ 未通過,✓ 營收YoY成長34.0% | 季增率QoQ(6.7%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比23.96%,-
4737,華廣,C.外資連買5天,❌ 未通過,營收YoY -23.3% | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比22.93%,警示季增率QoQ為負(-8.1%)
1713,國化,C.外資連買5天,❌ 未通過,營收YoY -11.6% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比22.16%,警示季增率QoQ為負(-9.9%)
3023,信邦,C.外資連買5天,❌ 未通過,營收YoY -5.4% | 季增率QoQ(3.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比17.55%,-
6282,康舒,C.外資連買5天,❌ 未通過,✓ 營收YoY成長28.8% | 季增率QoQ(10.8%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比17.42%,-
2495,普安,C.外資連買5天,❌ 未通過,✓ 營收YoY成長37.7% | 季增率QoQ(16.9%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比17.19%,-
1463,強盛新,C.外資連買5天,❌ 未通過,營收YoY -94.0% | 季增率QoQ(17.8%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比16.48%,-
3016,嘉晶,C.外資連買5天,❌ 未通過,✓ 營收YoY成長18.8% | 季增率QoQ(6.1%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比16.01%,-
6552,易華電,C.外資連買5天,❌ 未通過,營收YoY -31.9% | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比15.02%,警示季增率QoQ為負(-2.7%)
1303,南亞,B.投信連買4天,❌ 未通過,✓ 營收YoY成長11.8% | 季增率QoQ(2.9%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比14.58%,-
8110,華東,C.外資連買5天,❌ 未通過,✓ 營收YoY成長11.2% | 季增率QoQ(4.4%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比13.52%,-
6923,中台,C.外資連買5天,❌ 未通過,✓ 營收YoY成長10.5% | 季增率QoQ(9.4%) | ✓ 5年EPS均為正 | ❌ 連續發股利不滿5年 | 法人本日買超比12.00%,-
2723,美食-KY,C.外資連買5天,❌ 未通過,營收YoY -16.1% | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比7.84%,警示季增率QoQ為負(-2.2%)
8046,南電,C.外資連買5天,❌ 未通過,✓ 營收YoY成長12.8% | 季增率QoQ(0.3%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比7.15%,-
7769,鴻勁,C.外資連買5天,❌ 未通過,✓ 5年EPS均為正 | ❌ 連續發股利不滿5年 | 法人本日買超比6.82%,-
2468,華經,C.外資連買5天,❌ 未通過,營收YoY -14.1% | 季增率QoQ(11.9%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比2.51%,-
2312,金寶,C.外資連買5天,❌ 未通過,營收YoY -13.1% | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比1.53%,警示季增率QoQ為負(-13.1%)
6533,晶心科,C.外資連買5天,❌ 未通過,✓ 營收YoY成長7.8% | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比1.22%,警示季增率QoQ為負(-20.3%)
2883,凱基金,B.投信連買4天,❌ 未通過,✓ 營收YoY成長28.3% | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比-2.54%,警示季增率QoQ為負(-25.6%)
2881,富邦金,B.投信連買4天,❌ 未通過,營收YoY -40.1% | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比-3.11%,警示季增率QoQ為負(-15.5%)
