日期,代號,名稱,分類,今日投信,今日外資,買超比率
2026-07-06,2542,興富發,A.外投同買3天 / B.投信連買4天,160000.0,6862690.0,55.13
2026-07-06,2851,中再保,A.外投同買3天 / B.投信連買4天,150000.0,862136.0,45.58
2026-07-06,2441,超豐,A.外投同買3天 / B.投信連買4天 / C.外資連買5天,124000.0,2954900.0,9.74
2026-07-06,4967,十銓,A.外投同買3天 / B.投信連買4天,100000.0,342273.0,8.89
2026-07-06,2031,新光鋼,A.外投同買3天 / B.投信連買4天,92258.0,130004.0,30.23
2026-07-06,2912,統一超,A.外投同買3天 / B.投信連買4天,47132.0,1657015.0,38.75
2026-07-06,8081,致新,A.外投同買3天 / B.投信連買4天,45000.0,204798.0,6.31
2026-07-06,2897,王道銀行,A.外投同買3天 / B.投信連買4天,34000.0,1039595.0,27.44
2026-07-06,2646,星宇航空,A.外投同買3天 / B.投信連買4天,18000.0,227419.0,5.82
2026-07-06,2105,正新,A.外投同買3天 / B.投信連買4天,6104.0,7759120.0,55.12
2026-07-06,1907,永豐餘,A.外投同買3天 / B.投信連買4天,5000.0,1362080.0,49.37
2026-07-06,2206,三陽工業,A.外投同買3天,4000.0,407002.0,52.07
2026-07-06,2371,大同,A.外投同買3天 / B.投信連買4天 / C.外資連買5天,4000.0,2410264.0,23.1
2026-07-06,1795,美時,A.外投同買3天,2000.0,105106.0,3.54
2026-07-06,2812,台中銀,A.外投同買3天 / B.投信連買4天,939.0,4830706.0,43.48
2026-07-06,2892,第一金,B.投信連買4天,7376129.0,6622596.0,48.16
2026-07-06,4904,遠傳,B.投信連買4天,6410080.0,-8389168.0,-14.5
2026-07-06,2618,長榮航,B.投信連買4天,5039103.0,-2792025.0,8.76
2026-07-06,2356,英業達,B.投信連買4天,4923000.0,-7336753.0,-7.91
2026-07-06,2886,兆豐金,B.投信連買4天,4668025.0,1397140.0,33.73
2026-07-06,3045,台灣大,B.投信連買4天,4612657.0,-3005787.0,14.7
2026-07-06,3706,神達,B.投信連買4天,4340000.0,-4718027.0,-5.33
2026-07-06,2347,聯強,B.投信連買4天,4227105.0,-7288172.0,-32.37
2026-07-06,2352,佳世達,B.投信連買4天,3778000.0,7095186.0,21.12
