stock_id,name,foreign,trust,dealer,volume,total_inst,inst_buy_ratio,date
2248,華勝-KY,3002.0,0.0,1000.0,47070.0,4002.0,8.5,2026-06-15
2250,IKKA-KY,3401.0,0.0,995.0,50061.0,4396.0,8.78,2026-06-15
2254,巨鎧精密-創,1001.0,0.0,-2000.0,2001.0,-999.0,-49.93,2026-06-15
2258,鴻華先進-創,324010.0,0.0,12225.0,697922.0,336235.0,48.18,2026-06-15
2301,光寶科,-19376392.0,-2909793.0,-135856.0,46021209.0,-22422041.0,-48.72,2026-06-15
2302,麗正,-189000.0,0.0,-276000.0,3151869.0,-465000.0,-14.75,2026-06-15
2303,聯電,-24057874.0,15859412.0,7042797.0,328881762.0,-1155665.0,-0.35,2026-06-15
2305,全友,-41000.0,0.0,5596.0,1301064.0,-35404.0,-2.72,2026-06-15
2308,台達電,-1604247.0,-389117.0,89575.0,9456969.0,-1903789.0,-20.13,2026-06-15
2312,金寶,-919915.0,-16000.0,189285.0,33443586.0,-746630.0,-2.23,2026-06-15
2313,華通,-15079868.0,-1187000.0,-204735.0,73956256.0,-16471603.0,-22.27,2026-06-15
2314,台揚,-5000.0,0.0,0.0,365541.0,-5000.0,-1.37,2026-06-15
2316,楠梓電,937098.0,0.0,26462.0,5675841.0,963560.0,16.98,2026-06-15
2317,鴻海,8633883.0,12202.0,622125.0,54689024.0,9268210.0,16.95,2026-06-15
2321,東訊,0.0,0.0,-99.0,2496.0,-99.0,-3.97,2026-06-15
2323,中環,-541060.0,-27000.0,175000.0,13469911.0,-393060.0,-2.92,2026-06-15
2324,仁寶,1251051.0,11000.0,1403714.0,74845609.0,2665765.0,3.56,2026-06-15
2327,國巨*,12237533.0,333700.0,362367.0,42102101.0,12933600.0,30.72,2026-06-15
2328,廣宇,1259554.0,0.0,618007.0,4785254.0,1877561.0,39.24,2026-06-15
2329,華泰,2048128.0,0.0,261610.0,6447592.0,2309738.0,35.82,2026-06-15
2330,台積電,9646986.0,79521.0,107319.0,30228535.0,9833826.0,32.53,2026-06-15
2331,精英,228998.0,0.0,2957.0,2362948.0,231955.0,9.82,2026-06-15
2332,友訊,949450.0,0.0,61999.0,2869296.0,1011449.0,35.25,2026-06-15
2337,旺宏,3821851.0,17000.0,1816079.0,27844122.0,5654930.0,20.31,2026-06-15
2338,光罩,2484907.0,0.0,162516.0,10150000.0,2647423.0,26.08,2026-06-15
2340,台亞,2215921.0,0.0,269195.0,6710972.0,2485116.0,37.03,2026-06-15
2342,茂矽,927600.0,0.0,6166.0,11727111.0,933766.0,7.96,2026-06-15
2344,華邦電,16229044.0,4412000.0,1632803.0,229481900.0,22273847.0,9.71,2026-06-15
2345,智邦,86692.0,11315.0,105603.0,3350938.0,203610.0,6.08,2026-06-15
2347,聯強,1714912.0,-1043000.0,110792.0,3825258.0,782704.0,20.46,2026-06-15
2348,海悅,-15369.0,0.0,-1205.0,994823.0,-16574.0,-1.67,2026-06-15
2349,錸德,1551849.0,0.0,4000.0,5810241.0,1555849.0,26.78,2026-06-15
2351,順德,-326340.0,0.0,-33194.0,2273644.0,-359534.0,-15.81,2026-06-15
2352,佳世達,485126.0,122000.0,90601.0,8721153.0,697727.0,8.0,2026-06-15
2353,宏碁,10253609.0,640000.0,1823789.0,64793171.0,12717398.0,19.63,2026-06-15
2354,鴻準,588060.0,-1000.0,98269.0,5234094.0,685329.0,13.09,2026-06-15
2355,敬鵬,-5972789.0,0.0,55465.0,27181142.0,-5917324.0,-21.77,2026-06-15
2356,英業達,-3340806.0,-126000.0,1047612.0,33928363.0,-2419194.0,-7.13,2026-06-15
2357,華碩,338020.0,-273600.0,121127.0,3780033.0,185547.0,4.91,2026-06-15
2359,所羅門,193650.0,0.0,10829.0,2085097.0,204479.0,9.81,2026-06-15
2360,致茂,8627.0,-226986.0,17620.0,1995600.0,-200739.0,-10.06,2026-06-15
2362,藍天,322718.0,0.0,16310.0,2320538.0,339028.0,14.61,2026-06-15
2363,矽統,1078724.0,0.0,377506.0,7424010.0,1456230.0,19.62,2026-06-15
2364,倫飛,1310.0,0.0,-347.0,244137.0,963.0,0.39,2026-06-15
2365,昆盈,149170.0,0.0,-1168.0,1071193.0,148002.0,13.82,2026-06-15
2367,燿華,-2411452.0,0.0,-50580.0,29146197.0,-2462032.0,-8.45,2026-06-15
2368,金像電,-55175.0,-689817.0,63218.0,5263369.0,-681774.0,-12.95,2026-06-15
2369,菱生,1011162.0,0.0,317492.0,14312572.0,1328654.0,9.28,2026-06-15
2371,大同,-2781618.0,162059.0,99000.0,10419734.0,-2520559.0,-24.19,2026-06-15
2373,震旦行,8400.0,0.0,4000.0,44011.0,12400.0,28.17,2026-06-15
2374,佳能,1370550.0,0.0,295561.0,6051215.0,1666111.0,27.53,2026-06-15
2375,凱美,1881690.0,0.0,147428.0,13570052.0,2029118.0,14.95,2026-06-15
2376,技嘉,286497.0,72000.0,58574.0,5695443.0,417071.0,7.32,2026-06-15
2377,微星,1545678.0,48387.0,140735.0,17346556.0,1734800.0,10.0,2026-06-15
2379,瑞昱,56350.0,89193.0,25513.0,2577359.0,171056.0,6.64,2026-06-15
