代號,名稱,分類,狀態,檢核結果,警示
4536,拓凱,C.外資連買5天,✅ 通過,✓ 營收YoY成長16.5% | 季增率QoQ(1.8%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比53.71% | ✓ 融資使用率2.4%,-
6776,展碁國際,C.外資連買5天,✅ 通過,✓ 營收YoY成長39.9% | 季增率QoQ(8.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比47.51% | ✓ 融資使用率2.6%,-
2412,中華電,A.外投同買3天 / B.投信連買4天 / C.外資連買5天,✅ 通過,✓ 營收YoY成長12.2% | 季增率QoQ(9.1%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比43.53% | ✓ 融資使用率0.1%,-
8476,台境*,C.外資連買5天,✅ 通過,✓ 營收YoY成長126.5% | 季增率QoQ(10.2%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比39.34%,⚠️ 融資使用率45.7%
3026,禾伸堂,B.投信連買4天,✅ 通過,✓ 營收YoY成長22.3% | 季增率QoQ(4.7%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比23.48%,⚠️ 融資使用率30.5%
1612,宏泰,C.外資連買5天,✅ 通過,✓ 營收YoY成長40.9% | 季增率QoQ(11.2%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比22.66% | ✓ 融資使用率2.3%,-
1731,美吾華,C.外資連買5天,✅ 通過,✓ 營收YoY成長4.2% | 季增率QoQ(23.9%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比21.67% | ✓ 融資使用率0.8%,-
5288,豐祥-KY,C.外資連買5天,✅ 通過,✓ 營收YoY成長23.8% | 季增率QoQ(30.8%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比20.87% | ✓ 融資使用率15.1%,-
2892,第一金,B.投信連買4天,✅ 通過,✓ 營收YoY成長14.4% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比20.81% | ✓ 融資使用率0.4%,警示季增率QoQ為負(-0.3%)
8213,志超,C.外資連買5天,✅ 通過,✓ 營收YoY成長33.6% | 季增率QoQ(12.5%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比19.94% | ✓ 融資使用率5.1%,-
2439,美律,C.外資連買5天,✅ 通過,✓ 營收YoY成長31.3% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比15.97% | ✓ 融資使用率6.6%,警示季增率QoQ為負(-8.5%)
3338,泰碩,C.外資連買5天,✅ 通過,✓ 營收YoY成長9.6% | 季增率QoQ(5.1%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比15.23% | ✓ 融資使用率15.6%,-
4904,遠傳,B.投信連買4天,✅ 通過,✓ 營收YoY成長11.6% | 季增率QoQ(6.6%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比15.18% | ✓ 融資使用率0.1%,-
2404,漢唐,B.投信連買4天,✅ 通過,✓ 營收YoY成長58.9% | 季增率QoQ(4.5%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比14.24% | ✓ 融資使用率4.9%,-
