代號,名稱,分類,狀態,檢核結果,警示
2015,豐興,C.外資連買5天,✅ 通過,✓ 營收YoY成長11.7% | 季增率QoQ(6.5%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比56.97% | ✓ 融資使用率0.0%,-
6277,宏正,C.外資連買5天,✅ 通過,✓ 營收YoY成長12.8% | 季增率QoQ(4.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比52.50% | ✓ 融資使用率1.4%,-
2397,友通,C.外資連買5天,✅ 通過,✓ 營收YoY成長18.2% | 季增率QoQ(5.5%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比49.04% | ✓ 融資使用率5.2%,-
2892,第一金,C.外資連買5天,✅ 通過,✓ 營收YoY成長14.4% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比45.39% | ✓ 融資使用率0.4%,警示季增率QoQ為負(-0.3%)
6792,詠業,C.外資連買5天,✅ 通過,✓ 營收YoY成長9.6% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比37.08% | ✓ 融資使用率2.5%,警示季增率QoQ為負(-8.1%)
5434,崇越,C.外資連買5天,✅ 通過,✓ 營收YoY成長8.3% | 季增率QoQ(7.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比35.81% | ✓ 融資使用率1.1%,-
6691,洋基工程,C.外資連買5天,✅ 通過,✓ 營收YoY成長80.4% | 季增率QoQ(26.0%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比34.45% | ✓ 融資使用率5.0%,-
2887,台新新光金,B.投信連買4天,✅ 通過,✓ 營收YoY成長117.7% | 季增率QoQ(16.1%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比32.65% | ✓ 融資使用率0.8%,-
4536,拓凱,C.外資連買5天,✅ 通過,✓ 營收YoY成長16.5% | 季增率QoQ(1.8%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比27.21% | ✓ 融資使用率3.7%,-
3042,晶技,B.投信連買4天,✅ 通過,✓ 營收YoY成長6.6% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比26.97%,警示季增率QoQ為負(-2.6%) | ⚠️ 融資使用率36.1%
