代號,名稱,分類,技術面得分,技術面檢核,檢核結果,警示
5288,豐祥-KY,C.外資連買5天,6/7,✓ 均線多頭排列 | ✓ 帶量長紅突破 | ✓ MACD零軸上金叉 | ✓ 布林帶量開口 | ✓ 突破波段頸線 | ✓ 量價同步強勢,✓ 營收YoY成長23.8% | 季增率QoQ(30.8%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比32.90% | ✓ 融資使用率13.3%,-
8454,富邦媒,B.投信連買4天,4/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉 | ✓ 布林帶量開口 | 🔥 突破季頸線,✓ 營收YoY成長1.9% | 季增率QoQ(37.0%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比24.55% | ✓ 融資使用率2.5%,-
2597,潤弘,B.投信連買4天,3/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉 | ✓ 布林帶量開口,✓ 營收YoY成長62.6% | 季增率QoQ(18.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比21.05% | ✓ 融資使用率0.4%,-
5607,遠雄港,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長41.1% | 季增率QoQ(8.0%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比30.52% | ✓ 融資使用率1.7%,-
9941,裕融,B.投信連買4天,2/7,✓ MACD零軸上金叉 | ✓ 布林帶量開口,✓ 營收YoY成長1.3% | 季增率QoQ(2.1%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比12.13% | ✓ 融資使用率0.6%,-
3015,全漢,B.投信連買4天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長23.1% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-4.35% | ✓ 融資使用率6.0%,警示季增率QoQ為負(-5.4%)
1227,佳格,C.外資連買5天,1/7,✓ KD起漲區金叉,✓ 營收YoY成長16.1% | 季增率QoQ(22.3%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比30.64% | ✓ 融資使用率0.6%,-
9911,櫻花,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長11.1% | 季增率QoQ(11.8%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比26.59% | ✓ 融資使用率0.6%,-
9946,三發地產,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長28125.5% | 季增率QoQ(3834.9%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比24.04% | ✓ 融資使用率1.9%,-
2890,永豐金,A.外投同買3天 / B.投信連買4天 / C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長55.1% | 季增率QoQ(11.3%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比20.01% | ✓ 融資使用率0.1%,-
2450,神腦,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長31.5% | 季增率QoQ(4.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比19.63% | ✓ 融資使用率0.3%,-
8341,日友,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長25.8% | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比18.23% | ✓ 融資使用率1.1%,警示季增率QoQ為負(-6.2%)
2887,台新新光金,B.投信連買4天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長117.7% | 季增率QoQ(16.1%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比16.81% | ✓ 融資使用率0.8%,-
2897,王道銀行,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長55.7% | 季增率QoQ(22.2%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比16.62% | ✓ 融資使用率0.3%,-
1722,台肥,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長23.0% | 季增率QoQ(0.6%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比15.85% | ✓ 融資使用率1.5%,-
4536,拓凱,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長16.5% | 季增率QoQ(1.8%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比15.21% | ✓ 融資使用率3.7%,-
2424,隴華,C.外資連買5天,1/7,✓ KD起漲區金叉,✓ 營收YoY成長53.6% | 季增率QoQ(27.3%) | ❌ 5年內有EPS虧損 | 法人本日買超比14.13%,-
2347,聯強,B.投信連買4天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長39.9% | 季增率QoQ(22.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比11.58% | ✓ 融資使用率0.6%,-
2414,精技,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長54.1% | 季增率QoQ(1.7%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比11.02% | ✓ 融資使用率0.3%,-
1210,大成,B.投信連買4天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長12.0% | 季增率QoQ(9.5%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比11.00% | ✓ 融資使用率0.5%,-
2884,玉山金,A.外投同買3天 / B.投信連買4天 / C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長40.5% | 季增率QoQ(2.9%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比7.80% | ✓ 融資使用率0.2%,-
3528,安馳,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長151.6% | 季增率QoQ(27.1%) | 🔥 月營收創歷史新高 | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比7.68%,⚠️ 融資使用率23.9%
