代號,名稱,分類,技術面得分,技術面檢核,檢核結果,警示
3008,大立光,C.外資連買5天,4/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉 | ✓ 布林帶量開口 | 🔥 突破季頸線,✓ 營收YoY成長11.1% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比24.36% | ✓ 融資使用率5.2%,警示季增率QoQ為負(-11.1%)
2542,興富發,A.外投同買3天 / B.投信連買4天,4/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉 | 🔥 突破季頸線 | ✓ 量價同步強勢,✓ 營收YoY成長2480.6% | 季增率QoQ(58.6%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比16.77% | ✓ 融資使用率1.6%,-
3006,晶豪科,C.外資連買5天,4/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉 | ✓ 布林帶量開口 | 🔥 突破季頸線,✓ 營收YoY成長129.4% | 季增率QoQ(56.1%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比12.08%,⚠️ 融資使用率35.6%
2049,上銀,B.投信連買4天,4/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉 | ✓ 布林帶量開口 | 🔥 突破季頸線,✓ 營收YoY成長13.1% | 季增率QoQ(7.5%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比11.91% | ✓ 融資使用率4.8%,-
2303,聯電,B.投信連買4天,3/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉 | 🔥 突破季頸線,✓ 營收YoY成長5.3% | 季增率QoQ(1.6%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比10.95% | ✓ 融資使用率3.5%,-
1216,統一,C.外資連買5天,2/7,✓ MACD零軸上金叉 | ✓ 突破波段頸線,✓ 營收YoY成長0.5% | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比58.98% | ✓ 融資使用率0.1%,警示季增率QoQ為負(-2.2%)
4904,遠傳,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長11.6% | 季增率QoQ(6.6%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比47.19% | ✓ 融資使用率0.1%,-
3045,台灣大,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長4.2% | 季增率QoQ(24.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比26.73% | ✓ 融資使用率0.0%,-
2428,興勤,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長22.4% | 季增率QoQ(9.4%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比8.97% | ✓ 融資使用率9.4%,-
2481,強茂,B.投信連買4天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長14.7% | 季增率QoQ(11.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-1.59% | ✓ 融資使用率16.1%,-
5269,祥碩,B.投信連買4天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長58.3% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-3.18% | ✓ 融資使用率17.8%,警示季增率QoQ為負(-6.2%)
6491,晶碩,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長6.0% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比41.73% | ✓ 融資使用率3.3%,警示季增率QoQ為負(-4.5%)
2892,第一金,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長14.4% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比33.28% | ✓ 融資使用率0.3%,警示季增率QoQ為負(-0.3%)
2887,台新新光金,C.外資連買5天,1/7,✓ KD起漲區金叉,✓ 營收YoY成長117.7% | 季增率QoQ(16.1%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比27.48% | ✓ 融資使用率0.8%,-
3026,禾伸堂,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長22.3% | 季增率QoQ(4.7%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比21.38%,⚠️ 融資使用率29.5%
2344,華邦電,A.外投同買3天 / B.投信連買4天 / C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長94.2% | 季增率QoQ(30.3%) | 🔥 月營收創歷史新高 | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比12.17% | ✓ 融資使用率13.8%,-
8210,勤誠,B.投信連買4天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長137.0% | 季增率QoQ(25.0%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比12.11% | ✓ 融資使用率7.7%,-
8341,日友,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長25.8% | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比10.88% | ✓ 融資使用率1.1%,警示季增率QoQ為負(-6.2%)
3583,辛耘,B.投信連買4天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長14.4% | 季增率QoQ(5.7%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比7.17% | ✓ 融資使用率13.0%,-
