代號,名稱,分類,狀態,檢核結果,警示
1216,統一,C.外資連買5天,✅ 通過,✓ 營收YoY成長0.5% | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比72.94% | ✓ 融資使用率0.1%,警示季增率QoQ為負(-2.2%)
2606,裕民,C.外資連買5天,✅ 通過,✓ 營收YoY成長6.7% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比68.63% | ✓ 融資使用率1.3%,警示季增率QoQ為負(-3.7%)
4771,望隼,C.外資連買5天,✅ 通過,✓ 營收YoY成長43.4% | 季增率QoQ(3.9%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ❌ 連續發股利不滿5年 | 法人本日買超比68.40% | ✓ 融資使用率4.0%,-
3416,融程電,C.外資連買5天,✅ 通過,✓ 營收YoY成長8.4% | 季增率QoQ(9.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比57.53% | ✓ 融資使用率4.3%,-
3056,富華新,C.外資連買5天,✅ 通過,✓ 營收YoY成長49.9% | 季增率QoQ(2.8%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比51.08% | ✓ 融資使用率2.9%,-
2108,南帝,C.外資連買5天,✅ 通過,✓ 營收YoY成長18.3% | 季增率QoQ(5.2%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比46.02% | ✓ 融資使用率2.2%,-
9939,宏全,C.外資連買5天,✅ 通過,✓ 營收YoY成長2.5% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比43.14% | ✓ 融資使用率1.5%,警示季增率QoQ為負(-11.8%)
1342,八貫,C.外資連買5天,✅ 通過,✓ 營收YoY成長19.6% | 季增率QoQ(43.8%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比41.88% | ✓ 融資使用率2.9%,-
8112,至上,C.外資連買5天,✅ 通過,✓ 營收YoY成長72.5% | 季增率QoQ(46.5%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比38.44% | ✓ 融資使用率11.9%,-
2009,第一銅,C.外資連買5天,✅ 通過,✓ 營收YoY成長56.8% | ❌ 5年內有EPS虧損 | ❌ 連續發股利不滿5年 | 法人本日買超比37.69% | ✓ 融資使用率7.3%,警示季增率QoQ為負(-0.8%)
2027,大成鋼,C.外資連買5天,✅ 通過,✓ 營收YoY成長19.9% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比36.30% | ✓ 融資使用率4.1%,警示季增率QoQ為負(-5.2%)
2105,正新,A.外投同買3天,✅ 通過,✓ 營收YoY成長12.6% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比27.35% | ✓ 融資使用率1.1%,警示季增率QoQ為負(-3.5%)
8454,富邦媒,C.外資連買5天,✅ 通過,✓ 營收YoY成長1.9% | 季增率QoQ(37.0%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比25.22% | ✓ 融資使用率2.2%,-
6438,迅得,C.外資連買5天,✅ 通過,✓ 營收YoY成長9.1% | 季增率QoQ(1.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比24.80% | ✓ 融資使用率18.3%,-
2397,友通,C.外資連買5天,✅ 通過,✓ 營收YoY成長18.2% | 季增率QoQ(5.5%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比24.52% | ✓ 融資使用率5.7%,-
6655,科定,C.外資連買5天,✅ 通過,✓ 營收YoY成長82.7% | 季增率QoQ(12.3%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比23.58% | ✓ 融資使用率0.0%,-
2421,建準,C.外資連買5天,✅ 通過,✓ 營收YoY成長36.5% | 季增率QoQ(3.8%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比23.33% | ✓ 融資使用率6.3%,-
6415,矽力*-KY,C.外資連買5天,✅ 通過,✓ 營收YoY成長46.4% | 季增率QoQ(14.4%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比21.34% | ✓ 融資使用率4.4%,-
1717,長興,B.投信連買4天,✅ 通過,✓ 營收YoY成長17.0% | 季增率QoQ(10.3%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比17.87% | ✓ 融資使用率5.6%,-
2542,興富發,B.投信連買4天,✅ 通過,✓ 營收YoY成長2480.6% | 季增率QoQ(58.6%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比13.84% | ✓ 融資使用率0.9%,-
2379,瑞昱,B.投信連買4天,✅ 通過,✓ 營收YoY成長14.4% | 季增率QoQ(6.8%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比12.66% | ✓ 融資使用率1.9%,-
8016,矽創,C.外資連買5天,✅ 通過,✓ 營收YoY成長26.9% | 季增率QoQ(13.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比10.44% | ✓ 融資使用率4.8%,-
