代號,名稱,分類,技術面得分,技術面檢核,檢核結果,警示
2382,廣達,B.投信連買4天,6/7,✓ 均線多頭排列 | ✓ 帶量長紅突破 | ✓ MACD零軸上金叉 | ✓ 布林帶量開口 | 🔥 突破季頸線 | ✓ 量價同步強勢,✓ 營收YoY成長61.9% | 季增率QoQ(36.5%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比66.54% | ✓ 融資使用率1.1%,-
2548,華固,C.外資連買5天,5/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉 | ✓ 布林帶量開口 | 🔥 突破季頸線 | ✓ 量價同步強勢,✓ 營收YoY成長34609.6% | 季增率QoQ(278.5%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比68.19% | ✓ 融資使用率2.0%,-
3037,欣興,B.投信連買4天,5/7,✓ 均線多頭排列 | ✓ 帶量長紅突破 | ✓ MACD零軸上金叉 | 🔥 突破季頸線 | ✓ 量價同步強勢,✓ 營收YoY成長34.5% | 季增率QoQ(6.2%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比18.78% | ✓ 融資使用率9.0%,-
2467,志聖,A.外投同買3天 / B.投信連買4天,5/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉 | ✓ 布林帶量開口 | 🔥 突破季頸線 | ✓ 量價同步強勢,✓ 營收YoY成長124.1% | 季增率QoQ(36.6%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比9.61% | ✓ 融資使用率7.1%,-
6213,聯茂,B.投信連買4天,5/7,✓ 均線多頭排列 | ✓ 帶量長紅突破 | ✓ MACD零軸上金叉 | ✓ 布林帶量開口 | 🔥 突破季頸線,✓ 營收YoY成長42.2% | 季增率QoQ(15.7%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-9.66% | ✓ 融資使用率15.9%,-
6196,帆宣,C.外資連買5天,4/7,✓ 帶量長紅突破 | ✓ MACD零軸上金叉 | ✓ 布林帶量開口 | ✓ 量價同步強勢,✓ 營收YoY成長0.5% | 季增率QoQ(28.1%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比21.15% | ✓ 融資使用率3.8%,-
2379,瑞昱,B.投信連買4天,4/7,✓ MACD零軸上金叉 | ✓ 布林帶量開口 | ✓ 突破波段頸線 | ✓ 量價同步強勢,✓ 營收YoY成長14.4% | 季增率QoQ(6.8%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-2.07% | ✓ 融資使用率2.5%,-
2885,元大金,B.投信連買4天,3/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉 | ✓ 量價同步強勢,✓ 營收YoY成長66.4% | 季增率QoQ(18.2%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比19.54% | ✓ 融資使用率0.0%,-
2455,全新,B.投信連買4天,3/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉 | ✓ 量價同步強勢,✓ 營收YoY成長30.3% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-7.77%,警示季增率QoQ為負(-3.3%) | ⚠️ 融資使用率20.4%
3231,緯創,B.投信連買4天,2/7,✓ KD起漲區金叉 | ✓ 量價同步強勢,✓ 營收YoY成長151.5% | 季增率QoQ(36.2%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比54.76% | ✓ 融資使用率7.5%,-
2376,技嘉,B.投信連買4天,2/7,✓ KD起漲區金叉 | ✓ 量價同步強勢,✓ 營收YoY成長57.0% | 季增率QoQ(17.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比53.93% | ✓ 融資使用率4.8%,-
2377,微星,A.外投同買3天 / B.投信連買4天,2/7,✓ KD起漲區金叉 | ✓ 量價同步強勢,✓ 營收YoY成長33.7% | 季增率QoQ(0.4%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比50.51% | ✓ 融資使用率7.1%,-
2356,英業達,B.投信連買4天,2/7,✓ KD起漲區金叉 | ✓ 量價同步強勢,✓ 營收YoY成長34.8% | 季增率QoQ(1.0%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比39.56% | ✓ 融資使用率2.8%,-
2383,台光電,B.投信連買4天,2/7,✓ 均線多頭排列 | 🔥 突破季頸線,✓ 營收YoY成長55.5% | 季增率QoQ(11.5%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比32.69% | ✓ 融資使用率2.1%,-
2855,統一證,B.投信連買4天,2/7,✓ 均線多頭排列 | ✓ 量價同步強勢,✓ 營收YoY成長373.5% | 季增率QoQ(1.2%) | 🔥 月營收創歷史新高 | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比30.76% | ✓ 融資使用率1.1%,-
8103,瀚荃,C.外資連買5天,2/7,✓ KD起漲區金叉 | ✓ 量價同步強勢,✓ 營收YoY成長43.6% | 季增率QoQ(17.3%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比30.43% | ✓ 融資使用率18.8%,-
3045,台灣大,A.外投同買3天 / B.投信連買4天 / C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長4.2% | 季增率QoQ(24.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比27.00% | ✓ 融資使用率0.1%,-
1707,葡萄王,C.外資連買5天,2/7,✓ MACD零軸上金叉 | ✓ 量價同步強勢,✓ 營收YoY成長14.1% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比26.17% | ✓ 融資使用率0.9%,警示季增率QoQ為負(-1.4%)
2845,遠東銀,C.外資連買5天,2/7,✓ MACD零軸上金叉 | ✓ 突破波段頸線,✓ 營收YoY成長7.8% | 季增率QoQ(4.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比18.30% | ✓ 融資使用率0.5%,-
2368,金像電,B.投信連買4天,2/7,✓ 均線多頭排列 | ✓ KD起漲區金叉,✓ 營收YoY成長68.5% | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比16.04% | ✓ 融資使用率4.3%,警示季增率QoQ為負(-4.5%)
3002,歐格,C.外資連買5天,2/7,✓ KD起漲區金叉 | ✓ 量價同步強勢,✓ 營收YoY成長52.1% | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比7.21% | ✓ 融資使用率9.8%,警示季增率QoQ為負(-0.9%)
3665,貿聯-KY,B.投信連買4天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長34.2% | 季增率QoQ(8.3%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-0.33% | ✓ 融資使用率5.2%,-
8499,鼎炫-KY,C.外資連買5天,1/7,✓ 量價同步強勢,✓ 營收YoY成長83.7% | 季增率QoQ(19.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比47.86% | ✓ 融資使用率4.5%,-
2820,華票,A.外投同買3天 / B.投信連買4天 / C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長221.3% | 季增率QoQ(33.6%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比46.96% | ✓ 融資使用率0.2%,-
3017,奇鋐,B.投信連買4天,1/7,✓ 均線多頭排列,✓ 營收YoY成長150.0% | 季增率QoQ(10.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比32.26% | ✓ 融資使用率3.6%,-
6515,穎崴,C.外資連買5天,1/7,✓ 均線多頭排列,✓ 營收YoY成長32.6% | 季增率QoQ(31.3%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比30.03% | ✓ 融資使用率3.6%,-
8070,長華*,B.投信連買4天,1/7,✓ 量價同步強勢,✓ 營收YoY成長21.7% | 季增率QoQ(4.7%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比28.65% | ✓ 融資使用率3.5%,-
3533,嘉澤,C.外資連買5天,1/7,✓ 均線多頭排列,✓ 營收YoY成長31.5% | 季增率QoQ(18.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比23.28% | ✓ 融資使用率2.9%,-
5269,祥碩,C.外資連買5天,1/7,✓ KD起漲區金叉,✓ 營收YoY成長58.3% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比18.74% | ✓ 融資使用率12.3%,警示季增率QoQ為負(-6.2%)
2892,第一金,C.外資連買5天,1/7,✓ 量價同步強勢,✓ 營收YoY成長14.4% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比17.16% | ✓ 融資使用率0.2%,警示季增率QoQ為負(-0.3%)
2897,王道銀行,C.外資連買5天,1/7,✓ 均線多頭排列,✓ 營收YoY成長55.7% | 季增率QoQ(22.2%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比16.03% | ✓ 融資使用率0.3%,-
2357,華碩,B.投信連買4天,1/7,✓ KD起漲區金叉,✓ 營收YoY成長80.0% | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比9.89% | ✓ 融資使用率1.4%,警示季增率QoQ為負(-3.4%)
1229,聯華,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長15.3% | 季增率QoQ(11.3%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比8.19% | ✓ 融資使用率0.5%,-
9917,中保科,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長6.4% | 季增率QoQ(5.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比-5.29% | ✓ 融資使用率0.0%,-
5258,虹堡,C.外資連買5天,0/7,無明顯訊號,✓ 營收YoY成長0.7% | 季增率QoQ(2.2%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比57.36% | ✓ 融資使用率16.2%,-
9942,茂順,C.外資連買5天,0/7,無明顯訊號,✓ 營收YoY成長39.9% | 季增率QoQ(11.1%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比49.23% | ✓ 融資使用率0.2%,-
3014,聯陽,B.投信連買4天,0/7,無明顯訊號,✓ 營收YoY成長7.0% | 季增率QoQ(0.1%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比37.47% | ✓ 融資使用率6.0%,-
2243,宏旭-KY,C.外資連買5天,0/7,無明顯訊號,✓ 營收YoY成長97.6% | 季增率QoQ(92.0%) | ❌ 5年內有EPS虧損 | ❌ 連續發股利不滿5年 | 法人本日買超比19.92%,-
2886,兆豐金,A.外投同買3天 / B.投信連買4天 / C.外資連買5天,0/7,無明顯訊號,✓ 營收YoY成長20.1% | 季增率QoQ(0.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比16.38% | ✓ 融資使用率0.0%,-
4164,承業醫,C.外資連買5天,0/7,無明顯訊號,✓ 營收YoY成長38.3% | 季增率QoQ(3.2%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比6.14% | ✓ 融資使用率14.4%,-
