代號,名稱,分類,狀態,檢核結果,警示
3702,大聯大,C.外資連買5天,✅ 通過,✓ 營收YoY成長44.6% | 季增率QoQ(6.3%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比55.96%,-
3045,台灣大,C.外資連買5天,✅ 通過,✓ 營收YoY成長4.2% | 季增率QoQ(24.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比52.45%,-
2347,聯強,C.外資連買5天,✅ 通過,✓ 營收YoY成長39.9% | 季增率QoQ(22.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比44.20%,-
6782,視陽,C.外資連買5天,✅ 通過,✓ 營收YoY成長49.8% | 季增率QoQ(5.2%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比42.52%,-
4904,遠傳,C.外資連買5天,✅ 通過,✓ 營收YoY成長11.6% | 季增率QoQ(6.6%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比29.11%,-
3533,嘉澤,A.外投同買3天 / B.投信連買4天,✅ 通過,✓ 營收YoY成長31.5% | 季增率QoQ(18.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比27.81%,-
6206,飛捷,C.外資連買5天,✅ 通過,✓ 營收YoY成長5.1% | 季增率QoQ(5.1%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比23.94%,-
2412,中華電,C.外資連買5天,✅ 通過,✓ 營收YoY成長12.2% | 季增率QoQ(9.1%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比23.64%,-
3229,晟鈦,C.外資連買5天,✅ 通過,✓ 營收YoY成長69.4% | 季增率QoQ(21.2%) | ❌ 5年內有EPS虧損 | 法人本日買超比19.76%,-
6139,亞翔,C.外資連買5天,✅ 通過,✓ 營收YoY成長87.6% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比18.41%,警示季增率QoQ為負(-1.5%)
2360,致茂,B.投信連買4天,✅ 通過,✓ 營收YoY成長72.1% | 季增率QoQ(47.3%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比17.85%,-
3054,立萬利,C.外資連買5天,✅ 通過,✓ 營收YoY成長121.9% | ❌ 5年內有EPS虧損 | ❌ 連續發股利不滿5年 | 法人本日買超比16.81%,警示季增率QoQ為負(-23.0%)
3443,創意,B.投信連買4天,✅ 通過,✓ 營收YoY成長107.8% | 季增率QoQ(28.0%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比13.49%,-
3583,辛耘,C.外資連買5天,✅ 通過,✓ 營收YoY成長14.4% | 季增率QoQ(5.7%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比8.76%,-
2453,凌群,C.外資連買5天,✅ 通過,✓ 營收YoY成長8.7% | 季增率QoQ(15.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比8.05%,-
6531,愛普*,B.投信連買4天,✅ 通過,✓ 營收YoY成長93.8% | 季增率QoQ(27.5%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比6.99%,-
6197,佳必琪,C.外資連買5天,✅ 通過,✓ 營收YoY成長30.9% | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比6.60%,警示季增率QoQ為負(-5.3%)
2305,全友,C.外資連買5天,✅ 通過,✓ 營收YoY成長41.6% | 季增率QoQ(25.9%) | ❌ 5年內有EPS虧損 | 法人本日買超比5.82%,-
