日期,代號,名稱,分類,今日投信,今日外資,買超比率
2026-07-14,2884,玉山金,A.外投同買3天 / B.投信連買4天 / C.外資連買5天,2188649.0,2306328.0,14.8
2026-07-14,5522,遠雄,A.外投同買3天 / B.投信連買4天,486000.0,292607.0,51.12
2026-07-14,2912,統一超,A.外投同買3天 / B.投信連買4天 / C.外資連買5天,187000.0,745623.0,36.52
2026-07-14,2006,東和鋼鐵,A.外投同買3天 / B.投信連買4天,37000.0,1221130.0,53.06
2026-07-14,2207,和泰車,A.外投同買3天 / B.投信連買4天 / C.外資連買5天,22000.0,56856.0,25.87
2026-07-14,9914,美利達,A.外投同買3天 / B.投信連買4天,14000.0,280140.0,12.63
2026-07-14,3189,景碩,A.外投同買3天 / B.投信連買4天 / C.外資連買5天,2000.0,286964.0,6.05
2026-07-14,1303,南亞,B.投信連買4天,11984480.0,-22778115.0,-3.4
2026-07-14,2887,台新新光金,B.投信連買4天,11563015.0,-1307945.0,19.26
2026-07-14,2356,英業達,B.投信連買4天,4303736.0,-4419450.0,1.9
2026-07-14,2382,廣達,B.投信連買4天,3549395.0,-6230793.0,-7.47
2026-07-14,2891,中信金,B.投信連買4天,3201567.0,18799077.0,31.66
2026-07-14,2886,兆豐金,B.投信連買4天,2199784.0,-4302202.0,14.59
2026-07-14,2408,南亞科,B.投信連買4天,2111847.0,-19906.0,2.69
2026-07-14,2633,台灣高鐵,B.投信連買4天,2040000.0,4055478.0,33.74
2026-07-14,8046,南電,B.投信連買4天,1388630.0,-2818843.0,-6.44
2026-07-14,2542,興富發,B.投信連買4天,1183000.0,311513.0,19.86
2026-07-14,3037,欣興,B.投信連買4天,893878.0,-4335957.0,-10.67
2026-07-14,5434,崇越,B.投信連買4天,863732.0,-439667.0,14.02
2026-07-14,1216,統一,B.投信連買4天,833526.0,-5150364.0,-10.77
2026-07-14,1102,亞泥,B.投信連買4天,629294.0,-16788166.0,-62.92
2026-07-14,2347,聯強,B.投信連買4天,626000.0,2138149.0,35.18
2026-07-14,1402,遠東新,B.投信連買4天,605254.0,22684364.0,59.59
2026-07-14,2855,統一證,B.投信連買4天,452000.0,-2106755.0,-14.37
2026-07-14,3711,日月光投控,B.投信連買4天,397367.0,-3189344.0,-10.89
2026-07-14,2458,義隆,B.投信連買4天,393000.0,96695.0,11.18
2026-07-14,2308,台達電,B.投信連買4天,392038.0,-2403493.0,-17.17
2026-07-14,2441,超豐,B.投信連買4天,380000.0,-1871585.0,-20.03
2026-07-14,3014,聯陽,B.投信連買4天,365000.0,-650086.0,-11.49
2026-07-14,3034,聯詠,B.投信連買4天,364596.0,5435218.0,47.43
2026-07-14,2379,瑞昱,B.投信連買4天,276353.0,-204563.0,6.71
2026-07-14,6257,矽格,B.投信連買4天,275000.0,-2144229.0,-22.58
2026-07-14,2451,創見,B.投信連買4天,239000.0,-973569.0,-13.99
2026-07-14,1477,聚陽,B.投信連買4天,212000.0,-623402.0,-22.54
2026-07-14,2324,仁寶,B.投信連買4天,190940.0,-696048.0,-0.33
2026-07-14,4961,天鈺,B.投信連買4天,183000.0,-240006.0,-6.63
2026-07-14,2609,陽明,B.投信連買4天,182365.0,-7509437.0,-21.94
2026-07-14,2637,慧洋-KY,B.投信連買4天,165000.0,-92400.0,0.82
2026-07-14,6239,力成,B.投信連買4天,159000.0,769898.0,1.53
2026-07-14,3592,瑞鼎,B.投信連買4天,150000.0,-242027.0,-14.1
2026-07-14,5871,中租-KY,B.投信連買4天,147000.0,680521.0,17.5
2026-07-14,2897,王道銀行,B.投信連買4天,118000.0,-2603000.0,-32.53
2026-07-14,1409,新纖,B.投信連買4天,95000.0,-4825945.0,-12.41
2026-07-14,2449,京元電子,B.投信連買4天,91894.0,-10616191.0,-35.84
2026-07-14,8016,矽創,B.投信連買4天,85000.0,459687.0,14.83
2026-07-14,6526,達發,B.投信連買4天,82000.0,-283691.0,-24.72
2026-07-14,2851,中再保,B.投信連買4天,81000.0,198018.0,15.86
2026-07-14,3005,神基,B.投信連買4天,81000.0,836301.0,14.86
2026-07-14,6282,康舒,B.投信連買4天,80000.0,-7338504.0,-28.98
2026-07-14,2646,星宇航空,B.投信連買4天,78000.0,1008617.0,19.12
2026-07-14,1907,永豐餘,B.投信連買4天,70000.0,1147759.0,66.23
2026-07-14,6213,聯茂,B.投信連買4天,70000.0,3988829.0,19.22
2026-07-14,2371,大同,B.投信連買4天,64000.0,-2414086.0,-20.93
2026-07-14,7769,鴻勁,B.投信連買4天,53338.0,-39534.0,4.9
2026-07-14,2501,國建,B.投信連買4天,50000.0,1176211.0,5.36
2026-07-14,2377,微星,B.投信連買4天,48000.0,-1479691.0,-11.06
2026-07-14,1326,台化,B.投信連買4天,42000.0,13945417.0,15.05
2026-07-14,5269,祥碩,B.投信連買4天,42000.0,311846.0,28.86
2026-07-14,2383,台光電,B.投信連買4天,39913.0,96157.0,7.53
2026-07-14,6139,亞翔,B.投信連買4天,38000.0,-669371.0,-17.41
2026-07-14,4919,新唐,B.投信連買4天,30000.0,649752.0,8.25
2026-07-14,6669,緯穎,B.投信連買4天,25489.0,23768.0,6.62
2026-07-14,1229,聯華,B.投信連買4天,25000.0,-208834.0,-4.8
2026-07-14,2206,三陽工業,B.投信連買4天,25000.0,-144286.0,-10.35
2026-07-14,2337,旺宏,B.投信連買4天,22000.0,-4002630.0,-4.7
2026-07-14,2478,大毅,B.投信連買4天,12000.0,1374981.0,18.95
2026-07-14,6890,來億-KY,B.投信連買4天,12000.0,169832.0,38.84
2026-07-14,3596,智易,B.投信連買4天,9000.0,-273964.0,-21.36
2026-07-14,9939,宏全,B.投信連買4天,9000.0,280231.0,32.44
2026-07-14,9958,世紀鋼,B.投信連買4天,9000.0,33940.0,-0.72
2026-07-14,1795,美時,B.投信連買4天,8000.0,-193378.0,-7.58
2026-07-14,8464,億豐,B.投信連買4天,3000.0,220937.0,40.65
2026-07-14,3406,玉晶光,B.投信連買4天,2000.0,218343.0,10.2
2026-07-14,9917,中保科,B.投信連買4天,2000.0,-71882.0,-8.93
2026-07-14,5876,上海商銀,C.外資連買5天,1763000.0,4260052.0,44.58
2026-07-14,5880,合庫金,C.外資連買5天,449773.0,2992937.0,24.63
2026-07-14,2105,正新,C.外資連買5天,294000.0,1723465.0,32.74
2026-07-14,2357,華碩,C.外資連買5天,106534.0,963886.0,28.06
2026-07-14,2385,群光,C.外資連買5天,61188.0,337805.0,13.48
2026-07-14,2404,漢唐,C.外資連買5天,35000.0,748.0,-3.37
2026-07-14,8021,尖點,C.外資連買5天,10000.0,137391.0,24.72
2026-07-14,1220,台榮,C.外資連買5天,0.0,12000.0,38.04
2026-07-14,1454,台富,C.外資連買5天,0.0,8000.0,22.51
2026-07-14,1459,聯發,C.外資連買5天,0.0,28000.0,28.0
2026-07-14,1460,宏遠,C.外資連買5天,0.0,182000.0,17.03
2026-07-14,1468,昶和,C.外資連買5天,0.0,9000.0,17.83
2026-07-14,1718,中纖,C.外資連買5天,0.0,2291000.0,29.78
2026-07-14,1783,和康生,C.外資連買5天,0.0,14000.0,19.0
2026-07-14,1903,士紙,C.外資連買5天,0.0,17000.0,10.01
2026-07-14,2528,皇普,C.外資連買5天,0.0,117898.0,33.49
2026-07-14,2867,三商壽,C.外資連買5天,0.0,5690000.0,43.54
2026-07-14,2908,特力,C.外資連買5天,0.0,136000.0,45.68
2026-07-14,4104,佳醫,C.外資連買5天,0.0,149648.0,44.18
2026-07-14,5222,全訊,C.外資連買5天,0.0,17717.0,2.45
2026-07-14,6226,光鼎,C.外資連買5天,0.0,462000.0,21.08
2026-07-14,6414,樺漢,C.外資連買5天,0.0,484210.0,15.09
2026-07-14,6491,晶碩,C.外資連買5天,0.0,224292.0,29.61
2026-07-14,6861,睿生光電,C.外資連買5天,0.0,363599.0,40.39
2026-07-14,6957,裕慶-KY,C.外資連買5天,0.0,22545.0,5.04
