代號,名稱,分類,狀態,檢核結果,警示
2890,永豐金,B.投信連買4天,✅ 通過,✓ 營收YoY成長55.1% | 季增率QoQ(11.3%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比69.22% | ✓ 融資使用率0.0%,-
2542,興富發,A.外投同買3天 / B.投信連買4天,✅ 通過,✓ 營收YoY成長2480.6% | 季增率QoQ(58.6%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比55.13% | ✓ 融資使用率1.3%,-
2105,正新,A.外投同買3天 / B.投信連買4天,✅ 通過,✓ 營收YoY成長12.6% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比55.12% | ✓ 融資使用率1.3%,警示季增率QoQ為負(-3.5%)
2206,三陽工業,A.外投同買3天,✅ 通過,✓ 營收YoY成長16.2% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比52.07% | ✓ 融資使用率2.5%,警示季增率QoQ為負(-0.5%)
2480,敦陽科,C.外資連買5天,✅ 通過,✓ 營收YoY成長31.3% | 季增率QoQ(22.0%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比50.19% | ✓ 融資使用率1.9%,-
2892,第一金,B.投信連買4天,✅ 通過,✓ 營收YoY成長14.4% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比48.16% | ✓ 融資使用率0.2%,警示季增率QoQ為負(-0.3%)
1216,統一,B.投信連買4天,✅ 通過,✓ 營收YoY成長0.5% | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比46.76% | ✓ 融資使用率0.1%,警示季增率QoQ為負(-2.2%)
2812,台中銀,A.外投同買3天 / B.投信連買4天,✅ 通過,✓ 營收YoY成長8.5% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比43.48% | ✓ 融資使用率0.3%,警示季增率QoQ為負(-0.1%)
2027,大成鋼,B.投信連買4天,✅ 通過,✓ 營收YoY成長19.9% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比41.75% | ✓ 融資使用率4.7%,警示季增率QoQ為負(-5.2%)
2608,嘉里大榮,C.外資連買5天,✅ 通過,✓ 營收YoY成長14.4% | 季增率QoQ(4.3%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比38.91% | ✓ 融資使用率1.1%,-
6414,樺漢,C.外資連買5天,✅ 通過,✓ 營收YoY成長2.1% | 季增率QoQ(13.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比38.80% | ✓ 融資使用率3.2%,-
2912,統一超,A.外投同買3天 / B.投信連買4天,✅ 通過,✓ 營收YoY成長0.5% | 季增率QoQ(1.6%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比38.75% | ✓ 融資使用率0.2%,-
3090,日電貿,C.外資連買5天,✅ 通過,✓ 營收YoY成長13.1% | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比35.04% | ✓ 融資使用率7.0%,警示季增率QoQ為負(-2.2%)
2886,兆豐金,B.投信連買4天,✅ 通過,✓ 營收YoY成長20.1% | 季增率QoQ(0.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比33.73% | ✓ 融資使用率0.0%,-
3029,零壹,C.外資連買5天,✅ 通過,✓ 營收YoY成長31.5% | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比33.52% | ✓ 融資使用率9.1%,警示季增率QoQ為負(-2.5%)
2397,友通,C.外資連買5天,✅ 通過,✓ 營收YoY成長18.2% | 季增率QoQ(5.5%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比33.36% | ✓ 融資使用率5.6%,-
