代號,名稱,分類,技術面得分,技術面檢核,檢核結果,警示
6214,精誠,C.外資連買5天,5/7,✓ 均線多頭排列 | ✓ 帶量長紅突破 | ✓ MACD零軸上金叉 | ✓ 布林帶量開口 | ✓ 突破波段頸線,✓ 營收YoY成長39.2% | 季增率QoQ(3.5%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比46.11% | ✓ 融資使用率2.5%,-
3005,神基,C.外資連買5天,4/7,✓ 均線多頭排列 | ✓ 帶量長紅突破 | ✓ MACD零軸上金叉 | ✓ 布林帶量開口,✓ 營收YoY成長1.1% | 季增率QoQ(1.7%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比24.48% | ✓ 融資使用率3.1%,-
2887,台新新光金,C.外資連買5天,4/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉 | ✓ 布林帶量開口 | 🔥 突破季頸線,✓ 營收YoY成長117.7% | 季增率QoQ(16.1%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比17.84% | ✓ 融資使用率0.7%,-
2006,東和鋼鐵,B.投信連買4天,3/7,✓ 均線多頭排列 | ✓ KD起漲區金叉 | ✓ 量價同步強勢,✓ 營收YoY成長12.8% | 季增率QoQ(2.2%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比58.44% | ✓ 融資使用率0.6%,-
2889,國票金,C.外資連買5天,3/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉 | ✓ 布林帶量開口,✓ 營收YoY成長102.1% | 季增率QoQ(6.7%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比32.50% | ✓ 融資使用率0.3%,-
5515,建國,C.外資連買5天,3/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉 | ✓ 量價同步強勢,✓ 營收YoY成長43.0% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比20.37% | ✓ 融資使用率3.4%,警示季增率QoQ為負(-3.6%)
2356,英業達,B.投信連買4天,3/7,✓ 均線多頭排列 | ✓ 帶量長紅突破 | ✓ 布林帶量開口,✓ 營收YoY成長34.8% | 季增率QoQ(1.0%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比4.05% | ✓ 融資使用率3.3%,-
9917,中保科,B.投信連買4天,2/7,✓ KD起漲區金叉 | ✓ 量價同步強勢,✓ 營收YoY成長6.4% | 季增率QoQ(5.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比51.71% | ✓ 融資使用率0.1%,-
2912,統一超,A.外投同買3天 / B.投信連買4天 / C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長0.5% | 季增率QoQ(1.6%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比37.10% | ✓ 融資使用率0.2%,-
5258,虹堡,C.外資連買5天,2/7,✓ MACD零軸上金叉 | ✓ 量價同步強勢,✓ 營收YoY成長0.7% | 季增率QoQ(2.2%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比30.77% | ✓ 融資使用率15.4%,-
2206,三陽工業,B.投信連買4天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長16.2% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比30.30% | ✓ 融資使用率2.4%,警示季增率QoQ為負(-0.5%)
2884,玉山金,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長40.5% | 季增率QoQ(2.9%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比28.16% | ✓ 融資使用率0.1%,-
2608,嘉里大榮,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長14.4% | 季增率QoQ(4.3%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比26.06% | ✓ 融資使用率1.2%,-
6491,晶碩,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長6.0% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比21.02% | ✓ 融資使用率4.7%,警示季增率QoQ為負(-4.5%)
8016,矽創,A.外投同買3天 / C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長26.9% | 季增率QoQ(13.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比12.74% | ✓ 融資使用率6.9%,-
3711,日月光投控,B.投信連買4天,2/7,✓ 均線多頭排列 | ✓ 量價同步強勢,✓ 營收YoY成長21.3% | 季增率QoQ(0.2%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比12.01% | ✓ 融資使用率0.9%,-
2379,瑞昱,B.投信連買4天,2/7,✓ 均線多頭排列 | ✓ 量價同步強勢,✓ 營收YoY成長14.4% | 季增率QoQ(6.8%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比11.46% | ✓ 融資使用率2.5%,-
8033,雷虎,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長83.8% | 季增率QoQ(24.5%) | ❌ 5年內有EPS虧損 | ❌ 連續發股利不滿5年 | 法人本日買超比10.79%,⚠️ 融資使用率23.8%
1216,統一,A.外投同買3天 / B.投信連買4天 / C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長0.5% | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比8.44% | ✓ 融資使用率0.1%,警示季增率QoQ為負(-2.2%)
2466,冠西電,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長54.5% | ❌ 5年內有EPS虧損 | ❌ 連續發股利不滿5年 | 法人本日買超比8.02% | ✓ 融資使用率15.7%,警示季增率QoQ為負(-29.9%)
6414,樺漢,C.外資連買5天,2/7,✓ 均線多頭排列 | ✓ MACD零軸上金叉,✓ 營收YoY成長2.1% | 季增率QoQ(13.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比2.43% | ✓ 融資使用率3.6%,-
5522,遠雄,B.投信連買4天,1/7,✓ KD起漲區金叉,✓ 營收YoY成長2495.5% | 季增率QoQ(41.3%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比41.87% | ✓ 融資使用率0.5%,-
1215,卜蜂,C.外資連買5天,1/7,✓ KD起漲區金叉,✓ 營收YoY成長13.0% | 季增率QoQ(11.3%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比33.49% | ✓ 融資使用率0.5%,-
2105,正新,A.外投同買3天 / B.投信連買4天 / C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長12.6% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比31.65% | ✓ 融資使用率1.2%,警示季增率QoQ為負(-3.5%)
2377,微星,B.投信連買4天,1/7,✓ 均線多頭排列,✓ 營收YoY成長33.7% | 季增率QoQ(0.4%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比27.34% | ✓ 融資使用率6.9%,-
2886,兆豐金,B.投信連買4天,1/7,✓ 均線多頭排列,✓ 營收YoY成長20.1% | 季增率QoQ(0.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比27.20% | ✓ 融資使用率0.0%,-
2441,超豐,B.投信連買4天,1/7,✓ 均線多頭排列,✓ 營收YoY成長31.7% | 季增率QoQ(2.5%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比25.49% | ✓ 融資使用率6.6%,-
5607,遠雄港,C.外資連買5天,1/7,✓ KD起漲區金叉,✓ 營收YoY成長41.1% | 季增率QoQ(8.0%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比20.27% | ✓ 融資使用率1.5%,-
2324,仁寶,C.外資連買5天,1/7,✓ KD起漲區金叉,✓ 營收YoY成長7.3% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比16.58% | ✓ 融資使用率5.5%,警示季增率QoQ為負(-1.1%)
2458,義隆,B.投信連買4天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長2.4% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比14.46% | ✓ 融資使用率7.0%,警示季增率QoQ為負(-11.2%)
1783,和康生,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長7.9% | 季增率QoQ(17.8%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比14.37% | ✓ 融資使用率3.0%,-
2480,敦陽科,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長31.3% | 季增率QoQ(22.0%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比11.93% | ✓ 融資使用率1.6%,-
4771,望隼,C.外資連買5天,1/7,✓ MACD零軸上金叉,✓ 營收YoY成長43.4% | 季增率QoQ(3.9%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ❌ 連續發股利不滿5年 | 法人本日買超比10.21% | ✓ 融資使用率3.5%,-
