代號,名稱,分類,狀態,檢核結果,警示
2892,第一金,C.外資連買5天,✅ 通過,✓ 營收YoY成長14.4% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比48.70% | ✓ 融資使用率0.3%,警示季增率QoQ為負(-0.3%)
6491,晶碩,C.外資連買5天,✅ 通過,✓ 營收YoY成長6.0% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比48.55% | ✓ 融資使用率3.1%,警示季增率QoQ為負(-4.5%)
4536,拓凱,C.外資連買5天,✅ 通過,✓ 營收YoY成長16.5% | 季增率QoQ(1.8%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比39.91% | ✓ 融資使用率3.6%,-
3596,智易,C.外資連買5天,✅ 通過,✓ 營收YoY成長7.4% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比34.39% | ✓ 融資使用率2.6%,警示季增率QoQ為負(-7.2%)
6277,宏正,C.外資連買5天,✅ 通過,✓ 營收YoY成長12.8% | 季增率QoQ(4.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比32.67% | ✓ 融資使用率1.3%,-
1722,台肥,C.外資連買5天,✅ 通過,✓ 營收YoY成長23.0% | 季增率QoQ(0.6%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比31.77% | ✓ 融資使用率1.3%,-
1456,怡華,C.外資連買5天,✅ 通過,✓ 營收YoY成長50.8% | 季增率QoQ(99.8%) | ❌ 5年內有EPS虧損 | ❌ 連續發股利不滿5年 | 法人本日買超比30.96% | ✓ 融資使用率2.3%,-
2886,兆豐金,B.投信連買4天,✅ 通過,✓ 營收YoY成長20.1% | 季增率QoQ(0.4%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比26.78% | ✓ 融資使用率0.0%,-
8488,吉源-KY,C.外資連買5天,✅ 通過,✓ 營收YoY成長56.5% | 季增率QoQ(24.8%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比26.58% | ✓ 融資使用率0.1%,-
2890,永豐金,C.外資連買5天,✅ 通過,✓ 營收YoY成長55.1% | 季增率QoQ(11.3%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比26.25% | ✓ 融資使用率0.1%,-
5434,崇越,C.外資連買5天,✅ 通過,✓ 營收YoY成長8.3% | 季增率QoQ(7.9%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比25.96% | ✓ 融資使用率1.1%,-
4588,玖鼎電力,C.外資連買5天,✅ 通過,✓ 營收YoY成長880.8% | 季增率QoQ(85.4%) | ✓ 5年EPS均為正 | ❌ 連續發股利不滿5年 | 法人本日買超比25.18% | ✓ 融資使用率4.0%,-
5285,界霖,C.外資連買5天,✅ 通過,✓ 營收YoY成長11.7% | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比24.34% | ✓ 融資使用率15.0%,警示季增率QoQ為負(-0.5%)
1525,江申,C.外資連買5天,✅ 通過,✓ 營收YoY成長36.8% | 季增率QoQ(0.6%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比21.91% | ✓ 融資使用率1.3%,-
2887,台新新光金,A.外投同買3天 / B.投信連買4天,✅ 通過,✓ 營收YoY成長117.7% | 季增率QoQ(16.1%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比19.42% | ✓ 融資使用率0.8%,-
5292,華懋,C.外資連買5天,✅ 通過,✓ 營收YoY成長1.7% | 季增率QoQ(0.7%) | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比17.66% | ✓ 融資使用率11.7%,-
2379,瑞昱,A.外投同買3天,✅ 通過,✓ 營收YoY成長14.4% | 季增率QoQ(6.8%) | 🔥 月營收創歷史新高 | ✓ 5年EPS均為正 | ✓ 連續5年發股利 | 法人本日買超比17.41% | ✓ 融資使用率2.1%,-
1617,榮星,C.外資連買5天,✅ 通過,✓ 營收YoY成長41.6% | 季增率QoQ(15.1%) | ❌ 5年內有EPS虧損 | ✓ 連續5年發股利 | 法人本日買超比16.48% | ✓ 融資使用率2.8%,-
